Is Senior Citizen,Has Partner,Has Dependents,Tenure (Months),Has Phone Service,Has Online Security,Has Online Backup,Has Device Protection,Has Tech Support,Has Streaming TV,Has Streaming Movies,Uses Paperless Billing,Monthly Charges,Total Charges,No Phone Service,Has Multiple Lines,Fiber Internet,No Internet Service,One-Year Contract,Two-Year Contract,Pays by Credit Card (Auto),Pays by Electronic Check,Pays by Mailed Check,Predicted Churn Probability,Risk Segment
0,0,0,23,0,0,0,0,0,0,0,0,40.65,947.4,1,0,0,0,1,0,0,0,0,0.054051967350357305,Low Risk
0,0,0,18,0,0,0,0,0,0,0,0,20.45,357.0,0,0,0,1,0,0,0,0,1,0.02478284078891565,Low Risk
0,0,0,62,0,0,0,0,0,0,0,0,24.8,1476.25,0,1,0,1,1,0,0,0,0,0.0017462623865737836,Low Risk
0,0,0,1,0,0,0,0,0,0,0,0,70.8,70.8,0,0,1,0,0,0,0,0,1,0.7259872630751352,High Risk
0,0,0,16,0,0,0,0,0,0,0,0,89.05,1448.6,0,1,1,0,0,0,1,0,0,0.3704006077734353,Medium Risk
0,0,0,3,0,0,0,0,0,0,0,0,96.6,291.9,0,1,1,0,0,0,0,1,0,0.7034819602214487,High Risk
0,0,0,67,0,0,0,0,0,0,0,0,88.8,5903.15,0,1,0,0,1,0,0,0,0,0.05292561472359687,Low Risk
0,0,0,62,0,0,0,0,0,0,0,0,20.05,1201.65,0,0,0,1,0,1,1,0,0,0.0008882869951141482,Low Risk
0,0,0,57,0,0,0,0,0,0,0,0,104.5,5921.35,0,1,1,0,0,0,1,0,0,0.3220069307481287,Medium Risk
0,0,0,2,0,0,0,0,0,0,0,0,69.8,146.65,0,0,1,0,0,0,0,1,0,0.5115255723141172,Medium Risk
0,0,0,23,0,0,0,0,0,0,0,0,77.15,1759.4,0,1,0,0,0,1,0,0,0,0.008922631187674588,Low Risk
0,0,0,25,0,0,0,0,0,0,0,0,35.05,844.45,1,0,0,0,0,1,0,0,0,0.020258602246100234,Low Risk
1,0,0,72,0,0,0,0,0,0,0,0,108.1,7774.05,0,1,1,0,0,1,0,0,0,0.030781951227868386,Low Risk
0,0,0,2,0,0,0,0,0,0,0,0,84.05,134.05,0,1,1,0,0,0,0,1,0,0.7167768459875259,High Risk
0,0,0,8,0,0,0,0,0,0,0,0,20.2,140.95,0,0,0,1,1,0,0,0,0,0.0838359054035423,Low Risk
0,0,0,5,0,0,0,0,0,0,0,0,50.6,249.95,0,1,0,0,0,0,0,0,1,0.3417500248263989,Medium Risk
0,0,0,35,0,0,0,0,0,0,0,0,49.2,1701.65,1,0,0,0,0,0,0,1,0,0.08173295721658315,Low Risk
0,0,0,24,0,0,0,0,0,0,0,0,24.6,592.65,0,1,0,1,1,0,0,1,0,0.026382650870842926,Low Risk
0,0,0,2,0,0,0,0,0,0,0,0,71.65,135.75,0,0,1,0,0,0,0,1,0,0.44127860234480054,Medium Risk
0,0,0,72,0,0,0,0,0,0,0,0,104.9,7732.65,0,1,1,0,0,1,1,0,0,0.031294216835840084,Low Risk
0,0,0,41,0,0,0,0,0,0,0,0,106.5,4282.4,0,1,1,0,0,0,0,1,0,0.453087622623482,Medium Risk
0,0,0,4,0,0,0,0,0,0,0,0,49.35,219.65,0,0,0,0,0,0,0,1,0,0.598346431984631,Medium Risk
0,0,0,26,0,0,0,0,0,0,0,0,75.5,2018.1,0,0,1,0,1,0,0,0,0,0.07468180509875239,Low Risk
0,0,0,7,0,0,0,0,0,0,0,0,94.25,669.0,0,0,1,0,0,0,0,1,0,0.7497265312437378,High Risk
0,0,0,1,0,0,0,0,0,0,0,0,68.95,68.95,0,0,1,0,0,0,0,1,0,0.9221801637884931,High Risk
0,0,0,4,0,0,0,0,0,0,0,0,58.5,224.85,0,1,0,0,0,0,0,0,1,0.21662678886215705,Low Risk
0,0,0,48,0,0,0,0,0,0,0,0,78.9,3771.5,0,0,0,0,0,1,1,0,0,0.003973747812669537,Low Risk
1,0,0,2,0,0,0,0,0,0,0,0,93.85,196.75,0,1,1,0,0,0,0,1,0,0.9219999701364756,High Risk
1,0,0,12,0,0,0,0,0,0,0,0,79.2,943.85,0,0,0,0,1,0,0,1,0,0.09139709371294022,Low Risk
0,0,0,60,0,0,0,0,0,0,0,0,109.45,6572.85,0,1,1,0,0,0,0,0,0,0.1373079876309969,Low Risk
0,0,0,55,0,0,0,0,0,0,0,0,59.2,3175.85,0,0,0,0,0,1,0,1,0,0.009829249150764935,Low Risk
0,0,0,1,0,0,0,0,0,0,0,0,29.15,29.15,1,0,0,0,0,0,0,0,1,0.4647276855187093,Medium Risk
0,0,0,1,0,0,0,0,0,0,0,0,20.05,20.05,0,0,0,1,0,0,0,0,1,0.33277318455920296,Medium Risk
0,0,0,4,0,0,0,0,0,0,0,0,76.05,318.9,0,1,1,0,0,0,0,1,0,0.6683439869570876,High Risk
0,0,0,1,0,0,0,0,0,0,0,0,24.45,24.45,1,0,0,0,0,0,0,0,1,0.47685359685793743,Medium Risk
0,0,0,42,0,0,0,0,0,0,0,0,66.5,2762.75,0,0,0,0,0,1,1,0,0,0.020701782377064715,Low Risk
0,0,0,1,0,0,0,0,0,0,0,0,49.55,49.55,0,0,0,0,0,0,0,0,0,0.42332244139247166,Medium Risk
0,0,0,7,0,0,0,0,0,0,0,0,89.35,631.85,0,1,1,0,0,0,1,0,0,0.8142807467298908,High Risk
0,0,0,3,0,0,0,0,0,0,0,0,73.6,232.5,0,0,1,0,0,0,1,0,0,0.4062858065221879,Medium Risk
0,0,0,72,0,0,0,0,0,0,0,0,82.65,5919.35,0,1,0,0,0,1,1,0,0,0.0008719743450440868,Low Risk
0,0,0,15,0,0,0,0,0,0,0,0,49.0,749.25,0,1,0,0,0,0,0,1,0,0.46221470864826064,Medium Risk
0,0,0,4,0,0,0,0,0,0,0,0,80.35,307.4,0,0,1,0,0,0,0,1,0,0.5337750345944332,Medium Risk
0,0,0,11,0,0,0,0,0,0,0,0,25.2,245.15,0,1,0,1,1,0,0,1,0,0.05839389185985544,Low Risk
0,0,0,5,0,0,0,0,0,0,0,0,25.45,134.75,0,1,0,1,0,0,0,0,1,0.07061609219852176,Low Risk
1,0,0,1,0,0,0,0,0,0,0,0,55.8,55.8,0,0,0,0,0,0,0,1,0,0.8052923282105103,High Risk
0,0,0,72,0,0,0,0,0,0,0,0,110.9,8240.85,0,1,1,0,0,1,1,0,0,0.007492773188774531,Low Risk
0,0,0,55,0,0,0,0,0,0,0,0,77.75,4266.4,0,1,1,0,0,0,1,0,0,0.15713204418619034,Low Risk
0,0,0,40,0,0,0,0,0,0,0,0,26.2,1077.5,0,1,0,1,0,0,0,1,0,0.040004963096637626,Low Risk
0,0,0,57,0,0,0,0,0,0,0,0,19.9,1115.6,0,0,0,1,0,1,0,0,0,0.010237345735461392,Low Risk
0,0,0,1,0,0,0,0,0,0,0,0,79.05,79.05,0,0,1,0,0,0,0,1,0,0.9070799106356597,High Risk
0,0,0,1,0,0,0,0,0,0,0,0,95.0,95.0,0,0,1,0,0,0,0,1,0,0.7593282014007875,High Risk
0,0,0,1,0,0,0,0,0,0,0,0,25.2,25.2,1,0,0,0,0,0,0,0,1,0.47685359685793743,Medium Risk
1,0,0,52,0,0,0,0,0,0,0,0,80.85,4079.55,0,1,0,0,1,0,0,1,0,0.0836251563149395,Low Risk
1,0,0,41,0,0,0,0,0,0,0,0,98.4,4187.75,0,1,1,0,0,0,0,1,0,0.7464673025826335,High Risk
0,0,0,43,0,0,0,0,0,0,0,0,56.35,2391.15,0,0,0,0,1,0,0,0,1,0.2037245557094365,Low Risk
0,0,0,47,0,0,0,0,0,0,0,0,19.3,890.5,0,0,0,1,0,1,0,0,0,0.0029747004177874668,Low Risk
0,0,0,3,0,0,0,0,0,0,0,0,50.4,137.25,0,1,0,0,0,0,0,0,0,0.488569866424855,Medium Risk
1,0,0,66,0,0,0,0,0,0,0,0,79.4,5154.6,0,1,0,0,0,1,1,0,0,0.5961075655600243,Medium Risk
0,0,0,55,0,0,0,0,0,0,0,0,55.25,3119.9,0,0,0,0,0,1,1,0,0,0.007161983967873815,Low Risk
0,0,0,29,0,0,0,0,0,0,0,0,19.1,529.5,0,0,0,1,1,0,0,0,1,0.005102919699266739,Low Risk
0,0,0,12,0,0,0,0,0,0,0,0,84.05,966.55,0,1,1,0,0,0,0,1,0,0.514894025913475,Medium Risk
0,0,0,66,0,0,0,0,0,0,0,0,105.2,6936.85,0,1,1,0,0,0,0,1,0,0.48560332172845755,Medium Risk
1,0,0,35,0,0,0,0,0,0,0,0,101.4,3496.3,0,1,1,0,0,0,0,1,0,0.5406860948756338,Medium Risk
1,0,0,10,0,0,0,0,0,0,0,0,89.8,914.3,0,1,1,0,0,0,0,1,0,0.8174288075649613,High Risk
0,0,0,27,0,0,0,0,0,0,0,0,75.75,1929.0,0,1,1,0,0,0,0,0,0,0.24190312586662516,Low Risk
0,0,0,58,0,0,0,0,0,0,0,0,95.3,5817.7,0,0,1,0,0,0,0,1,0,0.13795612680882754,Low Risk
0,0,0,54,0,0,0,0,0,0,0,0,109.75,6110.2,0,0,1,0,0,1,0,0,0,0.2656052405562025,Low Risk
0,0,0,9,0,0,0,0,0,0,0,0,19.85,178.8,0,0,0,1,0,0,0,0,1,0.214012252006234,Low Risk
0,0,0,2,0,0,0,0,0,0,0,0,19.3,28.3,0,0,0,1,1,0,1,0,0,0.011212893700550222,Low Risk
0,0,0,6,0,0,0,0,0,0,0,0,69.1,435.0,0,0,1,0,0,0,0,1,0,0.4726258035237506,Medium Risk
1,0,0,26,0,0,0,0,0,0,0,0,91.25,2351.8,0,0,1,0,0,0,0,1,0,0.492428749101251,Medium Risk
0,0,0,9,0,0,0,0,0,0,0,0,20.25,186.15,0,0,0,1,0,0,0,0,1,0.1379093603171602,Low Risk
0,0,0,8,0,0,0,0,0,0,0,0,54.75,445.85,0,0,0,0,0,0,0,0,1,0.21566317065343293,Low Risk
0,0,0,12,0,0,0,0,0,0,0,0,81.45,912.0,0,0,1,0,0,0,0,1,0,0.4540588062116787,Medium Risk
0,0,0,15,0,0,0,0,0,0,0,0,49.1,679.55,0,1,0,0,0,0,0,1,0,0.5059555679834294,Medium Risk
0,0,0,43,0,0,0,0,0,0,0,0,80.2,3581.6,0,1,0,0,1,0,0,1,0,0.11105944141977321,Low Risk
0,0,0,42,0,0,0,0,0,0,0,0,100.3,4222.95,0,1,1,0,0,0,0,1,0,0.7467800607040977,High Risk
0,0,0,31,0,0,0,0,0,0,0,0,65.25,1994.3,0,1,0,0,0,0,1,0,0,0.0407278973429801,Low Risk
0,0,0,66,0,0,0,0,0,0,0,0,90.95,5930.05,0,1,1,0,0,1,1,0,0,0.04415246282416336,Low Risk
1,0,0,18,0,0,0,0,0,0,0,0,85.45,1505.85,0,1,1,0,0,0,0,1,0,0.7467043638648253,High Risk
0,0,0,1,0,0,0,0,0,0,0,0,20.0,20.0,0,0,0,1,0,0,0,0,1,0.3618167061348485,Medium Risk
0,0,0,61,0,0,0,0,0,0,0,0,94.1,5638.3,0,1,1,0,0,1,0,1,0,0.037542330291031004,Low Risk
0,0,0,10,0,0,0,0,0,0,0,0,79.85,797.25,0,1,1,0,0,0,0,1,0,0.6974899282216463,High Risk
1,0,0,1,0,0,0,0,0,0,0,0,71.65,71.65,0,0,1,0,0,0,0,1,0,0.7717785197716315,High Risk
1,0,0,18,0,0,0,0,0,0,0,0,73.55,1359.45,0,0,1,0,0,0,0,1,0,0.32822464876330815,Medium Risk
0,0,0,24,0,0,0,0,0,0,0,0,104.65,2542.45,0,1,1,0,0,0,0,1,0,0.782708183007604,High Risk
0,0,0,3,0,0,0,0,0,0,0,0,19.3,54.7,0,0,0,1,0,0,0,0,1,0.025061675152338703,Low Risk
0,0,0,50,0,0,0,0,0,0,0,0,20.15,989.05,0,0,0,1,1,0,1,0,0,0.003026251751690638,Low Risk
0,0,0,1,0,0,0,0,0,0,0,0,44.55,44.55,0,0,0,0,0,0,0,1,0,0.5080944829043877,Medium Risk
0,0,0,2,0,0,0,0,0,0,0,0,54.45,87.3,0,0,0,0,0,0,0,0,1,0.5594254473201907,Medium Risk
0,0,0,17,0,0,0,0,0,0,0,0,19.65,351.55,0,0,0,1,1,0,0,0,0,0.04285260795345173,Low Risk
0,0,0,69,0,0,0,0,0,0,0,0,105.0,7297.75,0,1,1,0,0,1,0,1,0,0.221955707943119,Low Risk
0,0,0,72,0,0,0,0,0,0,0,0,88.7,6301.7,0,1,0,0,0,1,1,0,0,0.0007969848526796089,Low Risk
0,0,0,3,0,0,0,0,0,0,0,0,74.25,210.3,0,1,1,0,0,0,0,1,0,0.7668351442988708,High Risk
1,0,0,50,0,0,0,0,0,0,0,0,75.15,3822.45,0,1,0,0,0,1,0,0,0,0.0197670950862372,Low Risk
0,0,0,53,0,0,0,0,0,0,0,0,20.25,1048.45,0,0,0,1,0,1,0,0,1,0.017592155471073546,Low Risk
0,0,0,58,0,0,0,0,0,0,0,0,109.1,6393.65,0,1,1,0,0,1,1,0,0,0.2822995549001922,Low Risk
0,0,0,46,0,0,0,0,0,0,0,0,30.75,1489.3,1,0,0,0,1,0,0,0,0,0.0938952223522977,Low Risk
1,0,0,72,0,0,0,0,0,0,0,0,112.9,8061.5,0,1,1,0,0,0,1,0,0,0.10065609139750441,Low Risk
1,0,0,1,0,0,0,0,0,0,0,0,74.2,74.2,0,1,1,0,0,0,0,1,0,0.8725447260937407,High Risk
0,0,0,6,0,0,0,0,0,0,0,0,94.05,518.75,0,1,1,0,0,0,0,0,1,0.8764227269370399,High Risk
0,0,0,72,0,0,0,0,0,0,0,0,78.85,5763.15,0,1,0,0,0,1,0,0,0,0.0014457841405809836,Low Risk
0,0,0,4,0,0,0,0,0,0,0,0,55.3,238.5,0,0,0,0,0,0,0,0,1,0.32626674281666895,Medium Risk
0,0,0,52,0,0,0,0,0,0,0,0,19.35,1031.7,0,0,0,1,0,1,0,0,1,0.01680793589214022,Low Risk
0,0,0,0,0,0,0,0,0,0,0,0,25.35,1397.475,0,1,0,1,0,1,0,0,1,0.0012391770353472869,Low Risk
0,0,0,2,0,0,0,0,0,0,0,0,20.45,34.8,0,0,0,1,1,0,0,0,1,0.021082250667690133,Low Risk
0,0,0,65,0,0,0,0,0,0,0,0,19.35,1319.95,0,0,0,1,0,1,0,0,0,0.008145690786187142,Low Risk
1,0,0,43,0,0,0,0,0,0,0,0,101.0,4388.4,0,1,1,0,0,0,0,1,0,0.8123585361861221,High Risk
0,0,0,4,0,0,0,0,0,0,0,0,100.2,420.2,0,1,1,0,0,0,0,1,0,0.7915052720503184,High Risk
1,0,0,25,0,0,0,0,0,0,0,0,89.05,2177.45,0,1,1,0,1,0,0,1,0,0.23712441395122089,Low Risk
0,0,0,51,0,0,0,0,0,0,0,0,78.65,3950.85,0,1,0,0,1,0,1,0,0,0.05741098123616871,Low Risk
0,0,0,12,0,0,0,0,0,0,0,0,74.75,827.05,0,1,0,0,0,0,0,0,0,0.251725925461803,Low Risk
0,0,0,57,0,0,0,0,0,0,0,0,70.1,3913.3,0,0,0,0,1,0,0,0,0,0.04064232317165207,Low Risk
0,0,0,24,0,0,0,0,0,0,0,0,19.9,533.5,0,0,0,1,1,0,0,0,1,0.0020704573667959495,Low Risk
0,0,0,64,0,0,0,0,0,0,0,0,58.35,3756.45,0,1,0,0,1,0,0,0,0,0.017760760875177514,Low Risk
0,0,0,4,0,0,0,0,0,0,0,0,105.65,443.9,0,0,1,0,1,0,0,1,0,0.4248502688008969,Medium Risk
0,0,0,26,0,0,0,0,0,0,0,0,100.5,2599.95,0,1,1,0,0,0,0,0,0,0.42533526920447284,Medium Risk
0,0,0,15,0,0,0,0,0,0,0,0,20.05,284.3,0,0,0,1,0,0,0,0,1,0.0777038686204941,Low Risk
1,0,0,64,0,0,0,0,0,0,0,0,25.65,1740.8,0,1,0,1,0,1,1,0,0,0.001946697887040362,Low Risk
1,0,0,36,0,0,0,0,0,0,0,0,96.5,3436.1,0,1,1,0,0,0,0,1,0,0.7291799914279394,High Risk
0,0,0,27,0,0,0,0,0,0,0,0,95.0,2462.55,0,1,1,0,0,0,1,0,0,0.287357761869776,Low Risk
1,0,0,1,0,0,0,0,0,0,0,0,70.85,70.85,0,0,1,0,0,0,0,0,1,0.7934610191643973,High Risk
0,0,0,35,0,0,0,0,0,0,0,0,85.95,3110.1,0,1,0,0,1,0,1,0,0,0.07693760402378434,Low Risk
0,0,0,4,0,0,0,0,0,0,0,0,73.9,280.85,0,0,1,0,0,0,0,1,0,0.5213668974528367,Medium Risk
0,0,0,8,0,0,0,0,0,0,0,0,45.45,411.75,0,0,0,0,0,0,0,1,0,0.5148173358975711,Medium Risk
0,0,0,10,0,0,0,0,0,0,0,0,20.0,198.6,0,0,0,1,0,0,1,0,0,0.08796479198592748,Low Risk
0,0,0,2,0,0,0,0,0,0,0,0,49.2,103.7,0,0,0,0,0,0,0,0,1,0.5422054971056747,Medium Risk
0,0,0,58,0,0,0,0,0,0,0,0,109.45,6144.55,0,1,1,0,0,1,0,0,0,0.48848357256421765,Medium Risk
0,0,0,51,0,0,0,0,0,0,0,0,83.25,4089.45,0,0,0,0,0,1,1,0,0,0.005247007383379221,Low Risk
0,0,0,46,0,0,0,0,0,0,0,0,19.25,864.2,0,0,0,1,0,1,0,0,1,0.00227341302912138,Low Risk
0,0,0,1,0,0,0,0,0,0,0,0,19.65,19.65,0,0,0,1,0,0,0,0,0,0.2690090669807019,Low Risk
0,0,0,46,0,0,0,0,0,0,0,0,72.8,3249.4,0,1,1,0,0,0,0,0,0,0.19329211241012872,Low Risk
0,0,0,50,0,0,0,0,0,0,0,0,109.65,5405.8,0,1,1,0,0,0,0,0,0,0.3609619418200209,Medium Risk
0,0,0,53,0,0,0,0,0,0,0,0,65.0,3363.8,0,0,0,0,0,0,1,0,0,0.05476159235248986,Low Risk
0,0,0,61,0,0,0,0,0,0,0,0,114.1,7132.15,0,1,1,0,0,0,0,1,0,0.15318251784683168,Low Risk
0,0,0,5,0,0,0,0,0,0,0,0,20.65,93.55,0,0,0,1,0,0,0,0,0,0.077627218746609,Low Risk
0,0,0,47,0,0,0,0,0,0,0,0,86.95,4138.9,0,0,0,0,1,0,0,0,0,0.04717053217444332,Low Risk
0,0,0,54,0,0,0,0,0,0,0,0,94.75,5121.75,0,1,1,0,1,0,0,0,0,0.16087345302773706,Low Risk
0,0,0,19,0,0,0,0,0,0,0,0,25.35,566.1,1,0,0,0,0,0,1,0,0,0.10556838980716972,Low Risk
0,0,0,26,0,0,0,0,0,0,0,0,105.45,2715.3,0,0,1,0,0,1,0,1,0,0.05016117535634806,Low Risk
0,0,0,70,0,0,0,0,0,0,0,0,25.4,1782.05,0,1,0,1,0,1,0,0,1,0.0005377210227554552,Low Risk
0,0,0,17,0,0,0,0,0,0,0,0,102.55,1742.5,0,1,1,0,0,0,0,1,0,0.4623565358696106,Medium Risk
0,0,0,30,0,0,0,0,0,0,0,0,100.2,2983.8,0,1,1,0,0,0,0,1,0,0.654212385761414,High Risk
0,0,0,1,0,0,0,0,0,0,0,0,24.0,24.0,0,1,0,1,0,0,0,0,1,0.3478198597620923,Medium Risk
0,0,0,19,0,0,0,0,0,0,0,0,25.6,485.9,0,1,0,1,0,1,0,0,1,0.0007582249523431821,Low Risk
0,0,0,26,0,0,0,0,0,0,0,0,73.5,1905.7,0,0,0,0,0,1,1,0,0,0.009743928559522061,Low Risk
0,0,0,21,0,0,0,0,0,0,0,0,74.05,1565.7,0,0,1,0,0,0,0,0,0,0.29100490032068166,Low Risk
0,0,0,50,0,0,0,0,0,0,0,0,98.25,4858.7,0,1,1,0,1,0,0,1,0,0.12221021626717346,Low Risk
0,0,0,68,0,0,0,0,0,0,0,0,54.4,3723.65,1,0,0,0,1,0,0,1,0,0.03195781506546862,Low Risk
0,0,0,3,0,0,0,0,0,0,0,0,101.55,298.35,0,1,1,0,0,0,0,0,0,0.7208075058129743,High Risk
0,0,0,9,0,0,0,0,0,0,0,0,103.1,970.45,0,0,1,0,0,0,0,1,0,0.35717785855240625,Medium Risk
0,0,0,51,0,0,0,0,0,0,0,0,34.2,1782.0,1,0,0,0,0,1,0,0,0,0.011588781529775867,Low Risk
0,0,0,9,0,0,0,0,0,0,0,0,43.75,405.7,0,0,0,0,0,0,0,1,0,0.6391628090524233,High Risk
1,0,0,41,0,0,0,0,0,0,0,0,111.95,4534.9,0,1,1,0,1,0,0,1,0,0.6179818606384491,High Risk
0,0,0,22,0,0,0,0,0,0,0,0,100.65,2415.95,0,1,1,0,0,0,0,1,0,0.7808138716469133,High Risk
0,0,0,21,0,0,0,0,0,0,0,0,55.95,1157.05,1,0,0,0,1,0,0,1,0,0.41210289331402744,Medium Risk
0,0,0,71,0,0,0,0,0,0,0,0,116.05,8297.5,0,1,1,0,0,1,0,0,0,0.02444330909158785,Low Risk
0,0,0,1,0,0,0,0,0,0,0,0,45.75,45.75,0,0,0,0,0,0,0,1,0,0.6566165725169597,High Risk
0,0,0,26,0,0,0,0,0,0,0,0,82.0,2083.1,0,1,0,0,1,0,1,0,0,0.04887773163653482,Low Risk
0,0,0,71,0,0,0,0,0,0,0,0,65.15,4681.75,0,1,0,0,0,1,0,0,0,0.004494536927389423,Low Risk
0,0,0,4,0,0,0,0,0,0,0,0,44.8,176.2,0,0,0,0,0,0,1,0,0,0.1757914781049692,Low Risk
0,0,0,12,0,0,0,0,0,0,0,0,79.8,1001.2,0,1,1,0,0,0,0,1,0,0.5362908894658626,Medium Risk
0,0,0,18,0,0,0,0,0,0,0,0,88.85,1594.75,0,1,1,0,0,0,0,1,0,0.5418566342816254,Medium Risk
0,0,0,3,0,0,0,0,0,0,0,0,74.95,212.4,0,1,1,0,0,0,0,1,0,0.7965056162120977,High Risk
1,0,0,72,0,0,0,0,0,0,0,0,106.85,7677.4,0,1,1,0,1,0,0,0,0,0.03193086725244159,Low Risk
0,0,0,11,0,0,0,0,0,0,0,0,74.95,815.5,0,0,1,0,0,0,0,1,0,0.41620882636935846,Medium Risk
0,0,0,1,0,0,0,0,0,0,0,0,80.15,80.15,0,0,1,0,0,0,1,0,0,0.822395211914917,High Risk
0,0,0,13,0,0,0,0,0,0,0,0,19.3,259.65,0,0,0,1,1,0,1,0,0,0.007015863692383029,Low Risk
0,0,0,72,0,0,0,0,0,0,0,0,109.25,8109.8,0,1,1,0,1,0,0,1,0,0.4795932144181549,Medium Risk
0,0,0,42,0,0,0,0,0,0,0,0,56.1,2386.85,0,1,0,0,1,0,1,0,0,0.05660772634351771,Low Risk
0,0,0,17,0,0,0,0,0,0,0,0,19.7,340.35,0,0,0,1,0,0,1,0,0,0.06350998542848398,Low Risk
1,0,0,7,0,0,0,0,0,0,0,0,51.3,419.35,0,0,0,0,0,0,0,0,1,0.3567661797894801,Medium Risk
0,0,0,68,0,0,0,0,0,0,0,0,118.6,7990.05,0,1,1,0,0,1,0,0,1,0.011728547451687301,Low Risk
0,0,0,56,0,0,0,0,0,0,0,0,24.15,1402.25,0,1,0,1,0,1,0,0,0,0.014142270670828957,Low Risk
0,0,0,38,0,0,0,0,0,0,0,0,20.3,749.35,0,0,0,1,1,0,0,0,1,0.002871437967898636,Low Risk
0,0,0,72,0,0,0,0,0,0,0,0,115.5,8425.15,0,1,1,0,0,1,0,1,0,0.01254078905532817,Low Risk
0,0,0,48,0,0,0,0,0,0,0,0,25.05,1171.5,0,1,0,1,1,0,1,0,0,0.015285292404127808,Low Risk
1,0,0,52,0,0,0,0,0,0,0,0,109.1,5647.95,0,1,1,0,0,0,0,1,0,0.34929964856023527,Medium Risk
0,0,0,35,0,0,0,0,0,0,0,0,19.65,708.8,0,0,0,1,1,0,0,0,1,0.012348568881569301,Low Risk
0,0,0,67,0,0,0,0,0,0,0,0,111.3,7567.2,0,1,1,0,0,1,0,0,0,0.16152150732650095,Low Risk
0,0,0,1,0,0,0,0,0,0,0,0,29.9,29.9,1,0,0,0,0,0,0,0,1,0.4647276855187093,Medium Risk
0,0,0,53,0,0,0,0,0,0,0,0,80.6,4348.1,0,0,1,0,0,0,0,0,1,0.1007020991370155,Low Risk
0,0,0,34,0,0,0,0,0,0,0,0,20.8,635.9,0,0,0,1,0,0,0,0,1,0.013406386611079627,Low Risk
0,0,0,3,0,0,0,0,0,0,0,0,35.2,108.95,1,0,0,0,0,0,1,0,0,0.5469427068870614,Medium Risk
0,0,0,1,0,0,0,0,0,0,0,0,78.8,78.8,0,0,1,0,0,0,0,1,0,0.9070799106356597,High Risk
0,0,0,19,0,0,0,0,0,0,0,0,89.95,1682.4,0,0,1,0,0,0,0,0,1,0.31801191361569514,Medium Risk
1,0,0,60,0,0,0,0,0,0,0,0,116.05,6925.9,0,1,1,0,0,1,0,0,0,0.04893976509584891,Low Risk
0,0,0,11,0,0,0,0,0,0,0,0,19.55,223.15,0,0,0,1,0,1,1,0,0,0.002439928145864492,Low Risk
0,0,0,47,0,0,0,0,0,0,0,0,106.4,5127.95,0,1,1,0,0,0,0,1,0,0.46047939872071014,Medium Risk
0,0,0,18,0,0,0,0,0,0,0,0,49.4,874.8,0,0,0,0,0,0,0,1,0,0.2663051522572812,Low Risk
0,0,0,60,0,0,0,0,0,0,0,0,115.25,6758.45,0,1,1,0,0,1,1,0,0,0.05440791562187895,Low Risk
0,0,0,72,0,0,0,0,0,0,0,0,24.8,1874.3,0,1,0,1,0,1,1,0,0,0.00022945048384562453,Low Risk
0,0,0,39,0,0,0,0,0,0,0,0,19.9,791.15,0,0,0,1,1,0,0,0,1,0.002764962809687485,Low Risk
0,0,0,59,0,0,0,0,0,0,0,0,81.25,4639.45,0,0,1,0,1,0,1,0,0,0.032095837810578065,Low Risk
0,0,0,2,0,0,0,0,0,0,0,0,69.95,143.9,0,0,1,0,0,0,0,0,1,0.4518898053952667,Medium Risk
1,0,0,1,0,0,0,0,0,0,0,0,69.1,69.1,0,0,1,0,0,0,0,1,0,0.9269095223635789,High Risk
0,0,0,20,0,0,0,0,0,0,0,0,90.2,1776.55,0,0,1,0,0,0,0,1,0,0.2830704109403354,Low Risk
0,0,0,6,0,0,0,0,0,0,0,0,93.55,536.4,0,1,1,0,0,0,0,0,0,0.8672195705461396,High Risk
0,0,0,71,0,0,0,0,0,0,0,0,86.4,6172.0,0,1,1,0,0,1,1,0,0,0.005001830105679195,Low Risk
0,0,0,24,0,0,0,0,0,0,0,0,66.3,1559.45,0,1,0,0,0,0,0,0,1,0.05849726264009381,Low Risk
1,0,0,67,0,0,0,0,0,0,0,0,94.65,6079.0,0,1,1,0,0,0,1,0,0,0.29286518238389975,Low Risk
0,0,0,1,0,0,0,0,0,0,0,0,80.85,80.85,0,0,1,0,0,0,0,0,1,0.7675838182600929,High Risk
0,0,0,48,0,0,0,0,0,0,0,0,82.05,4029.95,0,1,1,0,1,0,0,0,1,0.23503827855856624,Low Risk
0,0,0,37,0,0,0,0,0,0,0,0,72.1,2658.4,0,1,0,0,1,0,0,0,1,0.0783053588728042,Low Risk
0,0,0,11,0,0,0,0,0,0,0,0,34.7,383.55,1,0,0,0,0,0,0,0,1,0.07946000267367379,Low Risk
0,0,0,3,0,0,0,0,0,0,0,0,20.55,51.15,0,0,0,1,0,0,1,0,0,0.23924132096818793,Low Risk
0,0,0,18,0,0,0,0,0,0,0,0,95.95,1745.5,0,0,1,0,0,0,1,0,0,0.19052154737453572,Low Risk
0,0,0,50,0,0,0,0,0,0,0,0,44.8,2230.85,0,0,0,0,1,0,0,0,0,0.0200337358977178,Low Risk
0,0,0,67,0,0,0,0,0,0,0,0,109.4,7281.6,0,1,1,0,1,0,0,1,0,0.2622591686617599,Low Risk
0,0,0,25,0,0,0,0,0,0,0,0,71.05,1837.7,0,0,0,0,0,0,0,0,1,0.09934209521241232,Low Risk
